CODAUTO	CPRO	CMUN	DC	NOMBRE 
01	21	054	5	Palma del Condado, La
01	14	049	7	Palma del Río
08	19	208	1	Pálmaces de Jadraque
01	41	904	3	Palmar de Troya, El
05	35	016	7	Palmas de Gran Canaria, Las
10	46	188	4	Palmera
02	22	168	5	Palo
09	17	123	6	Palol de Revardit
02	44	176	8	Palomar de Arroyos
10	46	189	7	Palomar, el
08	16	148	9	Palomares del Campo
01	41	070	4	Palomares del Río
11	06	098	1	Palomas
08	45	127	8	Palomeque
08	16	149	2	Palomera
11	10	137	6	Palomero
01	21	055	8	Palos de la Frontera
09	17	124	1	Pals
01	18	151	4	Pampaneira
07	09	250	1	Pampliega
15	31	201	6	Pamplona/Iruña
07	09	251	8	Pancorbo
02	44	177	4	Pancrudo
02	50	200	7	Paniza
02	22	170	2	Panticosa
08	45	128	4	Pantoja
12	27	041	0	Pantón
07	05	179	4	Papatrigo
09	08	158	0	Papiol, El
13	28	104	9	Paracuellos de Jarama
02	50	201	4	Paracuellos de Jiloca
02	50	202	9	Paracuellos de la Ribera
08	16	150	5	Paracuellos
07	37	230	1	Parada de Arriba
07	37	231	8	Parada de Rubiales
12	32	057	0	Parada de Sil
01	41	071	1	Paradas
12	27	042	5	Paradela
07	37	232	3	Paradinas de San Juan
07	34	122	4	Páramo de Boedo
07	24	110	6	Páramo del Sil
12	27	043	1	Páramo, O
01	29	077	0	Parauta
10	03	100	7	Parcent
07	09	253	9	Pardilla
09	17	125	4	Pardines
08	19	209	4	Pardos
08	45	129	7	Paredes de Escalona
07	34	123	0	Paredes de Nava
08	19	210	8	Paredes de Sigüenza
08	16	151	2	Paredes
08	19	211	5	Pareja
09	08	159	3	Parets del Vallès
13	28	106	5	Parla
09	17	126	7	Parlavà
08	16	152	7	Parra de las Vegas, La
11	06	099	4	Parra, La
07	05	180	8	Parral, El
02	44	178	0	Parras de Castellote, Las
03	33	045	0	Parres
07	47	110	4	Parrilla, La
08	45	130	1	Parrillas
01	04	072	0	Partaloa
07	09	255	7	Partido de la Sierra en Tobalina
16	20	064	6	Pasaia
11	10	138	2	Pasarón de la Vera
07	05	181	5	Pascualcobo
05	38	027	6	Paso, El
09	43	101	6	Passanant i Belltall
07	37	233	9	Pastores
12	27	044	6	Pastoriza, A
08	19	212	0	Pastrana
02	50	203	5	Pastriz
01	11	025	7	Paterna de Rivera
01	21	056	1	Paterna del Campo
08	02	058	2	Paterna del Madera
01	04	073	6	Paterna del Río
10	46	190	1	Paterna
13	28	107	1	Patones
09	17	128	9	Pau
09	43	102	1	Paüls
10	12	088	4	Pavías
01	21	057	7	Paymogo
07	34	124	5	Payo de Ojeda
07	37	234	4	Payo, El
12	36	037	2	Pazos de Borbén
17	26	113	0	Pazuengos
01	23	066	0	Peal de Becerro
01	04	074	1	Pechina
08	16	153	3	Pedernoso, El
12	27	045	9	Pedrafita do Cebreiro
07	47	111	1	Pedraja de Portillo, La
07	47	112	6	Pedrajas de San Esteban
07	49	145	3	Pedralba de la Pradería
10	46	191	8	Pedralba
07	37	235	7	Pedraza de Alba
07	34	125	8	Pedraza de Campos
07	40	156	9	Pedraza
08	19	213	6	Pedregal, El
10	03	101	4	Pedreguer
01	41	072	6	Pedrera
09	17	129	2	Pedret i Marzà
13	28	108	7	Pedrezuela
01	14	050	0	Pedro Abad
07	05	182	0	Pedro Bernardo
01	18	152	9	Pedro Martínez
08	13	061	0	Pedro Muñoz
01	14	051	7	Pedroche
02	50	204	0	Pedrola
08	16	154	8	Pedroñeras, Las
07	05	183	6	Pedro-Rodríguez
07	09	256	0	Pedrosa de Duero
07	34	126	1	Pedrosa de la Vega
07	09	259	5	Pedrosa de Río Úrbel
07	09	257	6	Pedrosa del Páramo
07	09	258	2	Pedrosa del Príncipe
07	47	113	2	Pedrosa del Rey
02	50	205	3	Pedrosas, Las
07	37	236	0	Pedrosillo de Alba
07	37	237	6	Pedrosillo de los Aires
07	37	238	2	Pedrosillo el Ralo
11	10	139	5	Pedroso de Acim
07	37	239	5	Pedroso de la Armuña, El
01	41	073	2	Pedroso, El
17	26	114	5	Pedroso
01	23	067	6	Pegalajar
07	49	146	6	Pego, El
10	03	102	9	Pego
07	05	184	1	Peguerinos
07	37	240	9	Pelabravo
08	45	131	8	Pelahustán
07	37	241	6	Pelarrodríguez
13	28	109	0	Pelayos de la Presa
07	40	157	5	Pelayos del Arroyo
07	37	242	1	Pelayos
07	49	147	2	Peleagonzalo
07	49	148	8	Peleas de Abajo
01	18	153	5	Peligros
06	39	048	1	Penagos
10	03	103	5	Penàguila
09	25	164	1	Penelles
10	12	089	7	Peníscola/Peñíscola
07	37	243	7	Peña, La
07	37	244	2	Peñacaballera
16	01	044	2	Peñacerrada-Urizaharra
07	47	114	7	Peñafiel
07	47	115	0	Peñaflor de Hornija
01	41	074	7	Peñaflor
07	05	185	4	Peñalba de Ávila
02	22	172	4	Peñalba
08	19	214	1	Peñalén
11	06	100	8	Peñalsordo
08	19	215	4	Peñalver
03	33	046	3	Peñamellera Alta
03	33	047	9	Peñamellera Baja
07	37	245	5	Peñaparda
07	37	246	8	Peñaranda de Bracamonte
07	09	261	6	Peñaranda de Duero
07	37	247	4	Peñarandilla
02	44	179	3	Peñarroya de Tastavins
01	14	052	2	Peñarroya-Pueblonuevo
06	39	049	4	Peñarrubia
02	22	173	0	Peñas de Riglos, Las
08	02	060	9	Peñas de San Pedro
08	02	059	5	Peñascosa
07	49	149	1	Peñausende
08	45	132	3	Pepino
07	49	150	4	Peque
09	17	130	6	Pera, La
02	44	180	7	Peracense
09	08	160	7	Perafita
09	43	103	7	Perafort
07	09	262	1	Peral de Arlanza
08	16	155	1	Peral, El
09	17	132	8	Peralada
11	10	140	9	Peraleda de la Mata
11	10	141	6	Peraleda de San Román
11	06	101	5	Peraleda del Zaucejo
08	16	156	4	Peraleja, La
07	37	248	0	Peralejos de Abajo
07	37	249	3	Peralejos de Arriba
08	19	216	7	Peralejos de las Truchas
02	44	181	4	Peralejos
13	28	110	4	Perales de Tajuña
02	44	182	9	Perales del Alfambra
11	10	142	1	Perales del Puerto
07	34	127	7	Perales
02	22	174	5	Peralta de Alcofea
02	22	175	8	Peralta de Calasanz
15	31	202	1	Peralta/Azkoien
02	22	176	1	Peraltilla
08	19	217	3	Peralveche
09	25	165	4	Peramola
07	24	112	8	Peranzanes
02	22	177	7	Perarrúa
07	49	151	1	Perdigón, El
02	50	206	6	Perdiguera
12	32	058	6	Pereiro de Aguiar, O
09	43	104	2	Perelló, El
07	37	250	6	Pereña de la Ribera
07	49	152	6	Pereruela
01	29	079	9	Periana
07	49	153	2	Perilla de Castro
07	34	904	1	Pernía, La
07	37	251	3	Peromingo
07	40	158	1	Perosillo
12	32	059	9	Peroxa, A
02	22	178	3	Pertusa
06	39	050	7	Pesaguero
11	10	143	7	Pescueza
11	10	144	2	Pesga, La
03	33	048	5	Pesoz
07	47	116	3	Pesquera de Duero
08	16	157	0	Pesquera, La
06	39	051	4	Pesquera
15	31	203	7	Petilla de Aragón
12	32	060	3	Petín
04	07	041	4	Petra
10	03	104	0	Petrer
10	46	192	3	Petrés
08	02	061	6	Pétrola
01	18	154	0	Peza, La
13	28	111	1	Pezuela de las Torres
07	49	154	7	Pías
10	46	193	9	Picanya
10	46	194	4	Picassent
08	16	158	6	Picazo, El
08	13	062	5	Picón
08	13	063	1	Piedrabuena
07	49	155	0	Piedrahita de Castro
07	05	186	7	Piedrahíta
07	05	187	3	Piedralaves
15	31	204	2	Piedramillera
11	10	145	5	Piedras Albas
02	50	207	2	Piedratajada
06	39	052	9	Piélagos
09	08	161	4	Piera
07	09	265	5	Piérnigas
10	03	902	1	Pilar de la Horadada
01	41	075	0	Pilas
09	43	105	5	Piles, Les
10	46	195	7	Piles
03	33	049	8	Piloña
02	50	208	8	Pina de Ebro
10	12	090	1	Pina de Montalgrao
05	38	901	3	Pinar de El Hierro, El
01	18	910	8	Pinar, El
08	16	159	9	Pinarejo
07	40	159	4	Pinarejos
07	40	160	8	Pinarnegrillo
08	16	160	3	Pineda de Gigüela
07	09	266	8	Pineda de la Sierra
09	08	163	5	Pineda de Mar
07	09	267	4	Pineda Trasmonte
07	37	252	8	Pinedas
09	43	106	8	Pinell de Brai, El
09	25	166	7	Pinell de Solsonès
10	46	196	0	Pinet
08	19	218	9	Pinilla de Jadraque
07	09	268	0	Pinilla de los Barruecos
07	09	269	3	Pinilla de los Moros
08	19	219	2	Pinilla de Molina
07	49	156	3	Pinilla de Toro
07	42	139	1	Pinilla del Campo
13	28	112	6	Pinilla del Valle
07	09	270	7	Pinilla Trasmonte
17	26	115	8	Pinillos
07	37	253	4	Pino de Tormes, El
07	49	157	9	Pino del Oro
07	34	129	6	Pino del Río
12	15	066	0	Pino, O
11	10	146	8	Pinofranqueado
10	03	105	3	Pinós, el/Pinoso
01	18	157	2	Pinos Genil
01	18	158	8	Pinos Puente
09	25	167	3	Pinós
02	50	209	1	Pinseque
02	50	210	5	Pintanos, Los
13	28	113	2	Pinto
07	34	130	0	Piña de Campos
07	47	117	9	Piña de Esgueva
01	18	159	1	Píñar
07	47	118	5	Piñel de Abajo
07	47	119	8	Piñel de Arriba
07	49	158	5	Piñero, El
12	32	061	0	Piñor
13	28	114	7	Piñuécar-Gandullas
11	10	147	4	Piornal
08	19	220	6	Pioz
08	16	161	0	Piqueras del Castillo
08	19	221	3	Piqueras
09	43	107	4	Pira
02	22	181	7	Piracés
02	44	183	5	Pitarque
07	37	254	9	Pitiegua
15	31	205	5	Pitillas
01	29	080	3	Pizarra
07	37	255	2	Pizarral
09	43	108	0	Pla de Santa Maria, El
09	08	164	0	Pla del Penedès, El
02	22	182	2	Plan
09	17	133	4	Planes d'Hostoles, Les
10	03	106	6	Planes
09	17	134	9	Planoles
09	25	911	8	Plans de Sió, Els
02	50	211	2	Plasencia de Jalón
11	10	148	0	Plasencia
11	10	149	3	Plasenzuela
02	50	212	7	Pleitas
02	50	213	3	Plenas
16	48	077	3	Plentzia
14	30	032	0	Pliego
02	44	184	0	Plou
09	25	168	9	Poal, El
10	12	093	9	Pobla de Benifassà, la
09	25	169	2	Pobla de Cérvoles, La
09	08	165	3	Pobla de Claramunt, La
10	46	199	5	Pobla de Farnals, la
09	08	166	6	Pobla de Lillet, La
09	43	109	3	Pobla de Mafumet, La
09	43	110	7	Pobla de Massaluca, La
09	43	111	4	Pobla de Montornès, La
09	25	171	3	Pobla de Segur, La
10	46	202	1	Pobla de Vallbona, la
10	46	200	9	Pobla del Duc, la
10	46	203	7	Pobla Llarga, la
04	07	044	0	Pobla, Sa
10	12	094	4	Pobla Tornesa, la
07	34	131	7	Población de Arroyo
07	34	132	2	Población de Campos
07	34	133	8	Población de Cerrato
07	24	113	4	Pobladura de Pelayo García
07	49	160	2	Pobladura de Valderaduey
07	49	159	8	Pobladura del Valle
08	13	064	6	Poblete
10	03	901	6	Poblets, els
08	19	222	8	Pobo de Dueñas, El
02	44	185	3	Pobo, El
09	43	112	9	Poboleda
12	32	063	1	Pobra de Trives, A
12	27	047	8	Pobra do Brollón, A
12	15	067	6	Pobra do Caramiñal, A
12	36	041	2	Poio
12	27	046	2	Pol
07	24	114	9	Pola de Gordón, La
06	39	053	5	Polaciones
08	45	133	9	Polán
06	39	054	0	Polanco
07	34	134	3	Polentinos
02	22	184	3	Poleñino
01	18	161	2	Polícar
10	46	197	6	Polinyà de Xúquer
09	08	167	2	Polinyà
04	07	042	9	Pollença
07	47	121	9	Pollos
10	03	107	2	Polop
01	18	162	7	Polopos
07	34	135	6	Pomar de Valdivia
02	50	214	8	Pomer
07	24	115	2	Ponferrada
03	33	050	1	Ponga
09	43	113	5	Pont d'Armentera, El
09	25	030	6	Pont de Bar, El
09	17	135	2	Pont de Molins
09	25	173	4	Pont de Suert, El
09	08	182	5	Pont de Vilomara i Rocafort, El
12	36	043	3	Ponte Caldelas
12	36	042	7	Ponteareas
12	15	068	2	Ponteceso
12	36	044	8	Pontecesures
12	15	069	5	Pontedeume
12	32	064	6	Pontedeva
12	27	048	4	Pontenova, A
12	15	070	9	Pontes de García Rodríguez, As
12	36	038	8	Pontevedra
09	43	141	8	Pontils
09	08	168	8	Pontons
09	17	136	5	Pontós
09	25	172	8	Ponts
01	23	069	5	Porcuna
12	32	062	5	Porqueira
09	17	137	1	Porqueres
09	43	114	0	Porrera
04	07	043	5	Porreres
12	36	039	1	Porriño, O
09	17	140	4	Port de la Selva, El
11	10	150	6	Portaje
08	16	162	5	Portalrubio de Guadamejud
12	36	040	5	Portas
09	17	138	7	Portbou
10	12	091	8	Portell de Morella
09	25	174	9	Portella, La
02	44	187	2	Portellada, La
11	10	151	3	Portezuelo
08	16	163	1	Portilla
07	42	140	5	Portillo de Soria
08	45	134	4	Portillo de Toledo
07	47	122	4	Portillo
12	15	071	6	Porto do Son
07	49	162	4	Porto
12	27	049	7	Portomarín
16	48	078	9	Portugalete
01	18	163	3	Pórtugos
08	13	065	9	Porzuna
07	24	116	5	Posada de Valdeón
01	14	053	8	Posadas
06	39	055	3	Potes
10	46	198	2	Potries
08	19	223	4	Poveda de la Sierra
07	37	256	5	Poveda de las Cintas
07	42	141	2	Póveda de Soria, La
07	05	188	9	Poveda
08	02	062	1	Povedilla
07	05	189	2	Poyales del Hoyo
08	16	165	9	Poyatos
07	09	272	9	Poza de la Sal
07	34	136	9	Poza de la Vega
07	47	123	0	Pozal de Gallinas
07	47	124	5	Pozaldez
07	42	142	7	Pozalmuro
02	22	186	9	Pozán de Vero
07	05	190	6	Pozanco
01	23	070	9	Pozo Alcón
08	02	901	0	Pozo Cañada
08	19	224	9	Pozo de Almoguera
08	19	225	2	Pozo de Guadalajara
07	34	137	5	Pozo de Urama
08	16	166	2	Pozoamargo
07	49	163	0	Pozoantiguo
01	14	054	3	Pozoblanco
08	02	063	7	Pozohondo
08	02	064	2	Pozo-Lorente
02	44	189	1	Pozondón
08	16	908	9	Pozorrubielos de la Mancha
08	16	167	8	Pozorrubio de Santiago
07	37	257	1	Pozos de Hinojo
02	50	215	1	Pozuel de Ariza
02	44	190	5	Pozuel del Campo
13	28	115	0	Pozuelo de Alarcón
02	50	216	4	Pozuelo de Aragón
08	13	066	2	Pozuelo de Calatrava
07	47	125	8	Pozuelo de la Orden
07	49	164	5	Pozuelo de Tábara
11	10	152	8	Pozuelo de Zarzón
07	24	117	1	Pozuelo del Páramo
13	28	116	3	Pozuelo del Rey
08	16	169	7	Pozuelo, El
08	02	065	5	Pozuelo
08	13	067	8	Pozuelos de Calatrava, Los
07	09	273	5	Prádanos de Bureba
07	34	139	4	Prádanos de Ojeda
17	26	117	7	Pradejón
09	43	115	3	Pradell de la Teixeta
08	19	226	5	Prádena de Atienza
13	28	117	9	Prádena del Rincón
07	40	162	0	Prádena
09	43	116	6	Prades
02	50	217	0	Pradilla de Ebro
17	26	118	3	Pradillo
07	24	118	7	Prado de la Guzpeña
01	11	026	0	Prado del Rey
07	49	165	8	Prado
07	09	274	0	Pradoluengo
08	19	227	1	Prados Redondos
07	05	191	3	Pradosegar
09	43	117	2	Prat de Comte
09	08	169	1	Prat de Llobregat, El
09	43	118	8	Pratdip
09	08	171	2	Prats de Lluçanès
09	08	170	5	Prats de Rei, Els
09	25	175	2	Prats i Sansor
03	33	051	8	Pravia
09	25	176	5	Preixana
09	25	177	1	Preixens
17	26	119	6	Préjano
09	08	230	3	Premià de Dalt
09	08	172	7	Premià de Mar
07	09	275	3	Presencio
09	17	139	0	Preses, Les
07	24	119	0	Priaranza del Bierzo
01	14	055	6	Priego de Córdoba
08	16	170	1	Priego
07	24	120	4	Prioro
03	33	052	3	Proaza
08	16	171	8	Provencio, El
09	25	179	0	Prullans
01	41	076	3	Pruna
10	46	205	5	Puçol
02	50	218	6	Puebla de Albortón
11	06	102	0	Puebla de Alcocer
02	50	219	9	Puebla de Alfindén, La
08	16	172	3	Puebla de Almenara
08	45	135	7	Puebla de Almoradiel, La
10	12	092	3	Puebla de Arenoso
07	09	276	6	Puebla de Arganzón, La
07	37	258	7	Puebla de Azaba
08	19	228	7	Puebla de Beleña
02	22	187	5	Puebla de Castro, La
01	41	077	9	Puebla de Cazalla, La
01	18	164	8	Puebla de Don Fadrique
08	13	068	4	Puebla de Don Rodrigo
01	21	058	3	Puebla de Guzmán
02	44	191	2	Puebla de Híjar, La
11	06	103	6	Puebla de la Calzada
11	06	104	1	Puebla de la Reina
13	28	118	5	Puebla de la Sierra
07	24	121	1	Puebla de Lillo
01	41	078	5	Puebla de los Infantes, La
08	45	136	0	Puebla de Montalbán, La
11	06	107	3	Puebla de Obando
07	40	163	6	Puebla de Pedraza
07	37	259	0	Puebla de San Medel
10	46	201	6	Puebla de San Miguel
07	49	166	1	Puebla de Sanabria
11	06	108	9	Puebla de Sancho Pérez
07	34	140	8	Puebla de Valdavia, La
08	19	229	0	Puebla de Valles
02	44	192	7	Puebla de Valverde, La
07	37	260	4	Puebla de Yeltes
11	06	105	4	Puebla del Maestre
08	13	069	7	Puebla del Príncipe
11	06	106	7	Puebla del Prior
01	41	079	8	Puebla del Río, La
08	16	174	4	Puebla del Salvador
08	45	137	6	Pueblanueva, La
07	49	167	7	Pueblica de Valverde
11	10	905	5	Pueblonuevo de Miramontes
11	06	902	2	Pueblonuevo del Guadiana
02	50	220	3	Puendeluna
07	24	122	6	Puente de Domingo Flórez
01	23	071	6	Puente de Génave
02	22	188	1	Puente de Montañana
08	45	138	2	Puente del Arzobispo, El
07	37	261	1	Puente del Congosto
01	14	056	9	Puente Genil
02	22	902	1	Puente la Reina de Jaca
15	31	206	8	Puente la Reina/Gares
06	39	056	6	Puente Viesgo
07	09	277	2	Puentedura
13	28	902	0	Puentes Viejas
01	23	072	1	Puerta de Segura, La
07	37	262	6	Puertas
07	05	192	8	Puerto Castilla
07	37	263	2	Puerto de Béjar
05	38	028	2	Puerto de la Cruz
08	45	139	5	Puerto de San Vicente
11	10	153	4	Puerto de Santa Cruz
01	11	027	6	Puerto de Santa María, El
05	35	017	3	Puerto del Rosario
08	13	070	1	Puerto Lápice
14	30	033	6	Puerto Lumbreras
01	21	059	6	Puerto Moral
01	11	028	2	Puerto Real
07	37	264	7	Puerto Seguro
01	11	029	5	Puerto Serrano
02	22	189	4	Puértolas
08	13	071	8	Puertollano
02	44	193	3	Puertomingalvo
02	22	190	8	Pueyo de Araguás, El
02	22	193	6	Pueyo de Santa Cruz
15	31	207	4	Pueyo
10	46	204	2	Puig de Santa Maria, el
09	17	141	1	Puigcerdà
09	08	174	8	Puigdàlber
09	25	180	4	Puiggròs
09	43	119	1	Puigpelat
04	07	045	3	Puigpunyent
09	08	175	1	Puig-reig
09	25	181	1	Puigverd d'Agramunt
09	25	182	6	Puigverd de Lleida
09	08	176	4	Pujalt
01	29	081	0	Pujerra
08	45	140	9	Pulgar
01	18	165	1	Pulianas
01	04	075	4	Pulpí
01	21	060	0	Punta Umbría
05	38	029	5	Puntagorda
05	38	030	9	Puntallana
12	32	065	9	Punxín
07	47	126	1	Puras
01	04	076	7	Purchena
02	50	221	0	Purujosa
01	18	167	0	Purullena
09	08	177	0	Quar, La
10	46	101	7	Quart de les Valls
10	46	102	2	Quart de Poblet
09	17	142	6	Quart
10	46	103	8	Quartell
10	46	104	3	Quatretonda
10	03	060	5	Quatretondeta
17	26	120	0	Quel
07	09	279	1	Quemada
01	18	168	6	Quéntar
08	19	230	4	Quer
09	17	043	3	Queralbs
08	45	141	6	Quero
09	43	120	5	Querol
10	46	206	8	Quesa
01	23	073	7	Quesada
02	22	195	4	Quicena
13	28	119	8	Quijorna
11	06	109	2	Quintana de la Serena
07	24	123	2	Quintana del Castillo
07	24	124	7	Quintana del Marco
07	09	281	2	Quintana del Pidio
07	34	141	5	Quintana del Puente
07	42	144	8	Quintana Redonda
07	24	125	0	Quintana y Congosto
07	09	280	5	Quintanabureba
07	09	283	3	Quintanaélez
07	09	287	0	Quintanaortuño
07	09	288	6	Quintanapalla
08	45	142	1	Quintanar de la Orden
07	09	289	9	Quintanar de la Sierra
08	16	175	7	Quintanar del Rey
07	42	145	1	Quintanas de Gormaz
07	09	292	5	Quintanavides
07	47	127	7	Quintanilla de Arriba
07	09	294	6	Quintanilla de la Mata
07	47	129	6	Quintanilla de Onésimo
07	34	143	6	Quintanilla de Onsoña
07	47	130	0	Quintanilla de Trigueros
07	49	170	0	Quintanilla de Urz
07	09	901	2	Quintanilla del Agua y Tordueles
07	09	295	9	Quintanilla del Coco
07	47	128	3	Quintanilla del Molar
07	49	168	3	Quintanilla del Monte
07	49	169	6	Quintanilla del Olmo
07	09	298	4	Quintanilla San García
07	09	301	8	Quintanilla Vivar
07	09	297	8	Quintanillas, Las
12	32	066	2	Quintela de Leirado
02	50	222	5	Quinto
07	42	148	6	Quiñonería
12	27	050	0	Quiroga
03	33	053	9	Quirós
07	49	171	7	Quiruelas de Vidriales
08	45	143	7	Quismondo
12	27	056	9	Rábade
07	49	172	2	Rabanales
07	09	302	3	Rabanera del Pinar
17	26	121	7	Rabanera
07	49	173	8	Rábano de Aliste
07	47	131	7	Rábano
07	42	149	9	Rábanos, Los
07	09	303	9	Rábanos
07	09	304	4	Rabé de las Calzadas
09	17	143	2	Rabós
08	16	176	0	Rada de Haro
10	03	109	1	Rafal
02	44	194	8	Ráfales
10	46	207	4	Rafelbunyol
10	46	208	0	Rafelcofer
10	46	209	3	Rafelguaraf
10	03	110	5	Ràfol d'Almúnia, el
10	46	210	7	Ráfol de Salem
07	37	265	0	Rágama
01	04	077	3	Rágol
12	32	067	8	Rairiz de Veiga
09	08	178	6	Rajadell
06	39	057	2	Ramales de la Victoria
01	14	057	5	Rambla, La
12	32	068	4	Ramirás
07	47	132	2	Ramiro
07	40	164	1	Rapariegos
13	28	120	2	Rascafría
17	26	122	2	Rasillo de Cameros, El
06	39	058	8	Rasines
09	43	121	2	Rasquera
07	05	193	4	Rasueros
10	46	211	4	Real de Gandia, el
01	41	080	2	Real de la Jara, El
08	45	144	2	Real de San Vicente, El
07	40	181	1	Real Sitio de San Ildefonso
10	46	212	9	Real
05	38	031	6	Realejos, Los
07	42	151	9	Rebollar
11	10	154	9	Rebollar
07	09	306	0	Rebolledo de la Torre
07	40	165	4	Rebollo
08	19	231	1	Rebollosa de Jadraque
08	45	145	5	Recas
08	02	066	8	Recueja, La
08	19	232	6	Recuenco, El
07	42	152	4	Recuerda
17	26	123	8	Redal, El
07	09	307	6	Redecilla del Camino
07	09	308	2	Redecilla del Campo
07	37	266	3	Redonda, La
12	36	045	1	Redondela
10	03	111	2	Redován
13	28	121	9	Redueña
09	17	144	7	Regencós
07	24	127	9	Regueras de Arriba
03	33	054	4	Regueras, Las
07	09	309	5	Regumiel de la Sierra
08	16	177	6	Reíllo
11	06	110	6	Reina
06	39	059	1	Reinosa
07	34	146	7	Reinoso de Cerrato
07	09	310	9	Reinoso
10	03	112	7	Relleu
09	08	179	9	Rellinars
07	42	153	0	Rello
02	50	223	1	Remolinos
07	40	166	7	Remondo
11	06	111	3	Rena
09	43	122	7	Renau
07	47	133	8	Renedo de Esgueva
07	34	147	3	Renedo de la Vega
08	19	233	2	Renera
07	42	154	5	Renieblas
06	39	060	5	Reocín
07	49	174	3	Requejo
07	34	149	2	Requena de Campos
10	46	213	5	Requena
07	34	151	2	Respenda de la Peña
11	06	112	8	Retamal de Llerena
08	45	146	8	Retamoso de la Jara
02	50	224	6	Retascón
08	19	234	7	Retiendas
07	42	155	8	Retortillo de Soria
07	37	267	9	Retortillo
08	13	072	3	Retuerta del Bullaque
07	09	311	6	Retuerta
09	43	123	3	Reus
07	49	175	6	Revellinos
07	34	152	7	Revenga de Campos
07	34	154	8	Revilla de Collazos
07	09	314	2	Revilla del Campo
07	09	316	8	Revilla Vallejera
07	09	312	1	Revilla y Ahedo, La
07	09	315	5	Revillarruz
07	24	129	8	Reyero
07	09	317	4	Rezmondo
07	42	156	1	Reznos
07	40	168	9	Riaguas de San Bartolomé
09	25	183	2	Rialp
12	15	072	1	Rianxo
07	24	130	2	Riaño
07	40	170	6	Riaza
07	42	157	7	Riba de Escalote, La
08	19	235	0	Riba de Saelices
09	43	124	8	Riba, La
12	32	069	7	Ribadavia
03	33	055	7	Ribadedeva
12	27	051	7	Ribadeo
03	33	056	0	Ribadesella
12	36	046	4	Ribadumia
15	31	208	0	Ribaforada
17	26	124	3	Ribafrecha
06	39	061	2	Ribamontán al Mar
06	39	062	7	Ribamontán al Monte
10	46	214	0	Riba-roja de Túria
09	43	125	1	Riba-roja d'Ebre
07	34	155	1	Ribas de Campos
12	27	052	2	Ribas de Sil
13	28	122	4	Ribatejada
12	27	053	8	Ribeira de Piquín
12	15	073	7	Ribeira
03	33	057	6	Ribera de Arriba
11	06	113	4	Ribera del Fresno
09	25	905	9	Ribera d'Ondara
09	25	185	0	Ribera d'Urgellet
07	34	156	4	Riberos de la Cueza
09	17	145	0	Ribes de Freser
10	12	095	7	Ribesalbes
07	40	171	3	Ribota
02	50	225	9	Ricla
14	30	034	1	Ricote
07	24	131	9	Riego de la Vega
07	24	132	4	Riello
09	17	146	3	Riells i Viabrea
08	45	147	4	Rielves
09	43	126	4	Riera de Gaià, La
08	19	237	9	Rillo de Gallo
02	44	195	1	Rillo
01	29	082	5	Rincón de la Victoria
17	26	125	6	Rincón de Soto
07	37	268	5	Rinconada de la Sierra, La
01	41	081	9	Rinconada, La
09	25	186	3	Riner
07	05	194	9	Riocabado
07	09	318	0	Riocavado de la Sierra
02	44	196	4	Riodeva
07	49	176	9	Riofrío de Aliste
07	40	172	8	Riofrío de Riaza
08	19	238	5	Riofrío del Llano
07	05	195	2	Riofrío
01	29	083	1	Riogordo
01	04	078	9	Rioja
10	46	215	3	Riola
11	10	155	2	Riolobos
06	39	063	3	Rionansa
07	49	177	5	Rionegro del Puente
08	02	067	4	Riópar
12	32	071	8	Riós
03	33	058	2	Riosa
07	42	158	3	Rioseco de Soria
07	24	133	0	Rioseco de Tapia
12	27	054	3	Riotorto
06	39	064	8	Riotuerto
09	17	147	9	Ripoll
09	08	180	3	Ripollet
11	06	114	9	Risco
09	25	913	9	Riu de Cerdanya
09	17	148	5	Riudarenes
09	17	149	8	Riudaura
09	43	127	0	Riudecanyes
09	43	128	6	Riudecols
09	17	150	1	Riudellots de la Selva
09	43	129	9	Riudoms
09	17	151	8	Riumors
13	28	123	0	Rivas-Vaciamadrid
07	05	196	5	Rivilla de Barajas
07	09	321	4	Roa
07	47	134	3	Roales de Campos
07	49	178	1	Roales
07	24	134	5	Robla, La
07	47	135	6	Robladillo
07	37	269	8	Robleda
07	49	179	4	Robleda-Cervantes
11	10	156	5	Robledillo de Gata
13	28	124	5	Robledillo de la Jara
11	10	157	1	Robledillo de la Vera
08	19	239	8	Robledillo de Mohernando
11	10	158	7	Robledillo de Trujillo
13	28	125	8	Robledo de Chavela
08	19	240	2	Robledo de Corpes
08	45	148	0	Robledo del Mazo
08	13	901	4	Robledo, El
08	02	068	0	Robledo
11	10	159	0	Robledollano
07	37	270	2	Robliza de Cojos
13	28	126	1	Robregordo
17	26	126	9	Robres del Castillo
02	22	197	3	Robres
11	06	115	2	Roca de la Sierra, La
09	08	181	0	Roca del Vallès, La
09	43	130	3	Rocafort de Queralt
10	46	216	6	Rocafort
01	21	061	7	Rociana del Condado
01	41	082	4	Roda de Andalucía, La
09	43	131	0	Roda de Berà
07	40	173	4	Roda de Eresma
09	08	183	1	Roda de Ter
08	02	069	3	Roda, La
12	36	047	0	Rodeiro
02	44	197	0	Ródenas
17	26	127	5	Rodezno
09	43	132	5	Rodonyà
07	49	180	8	Roelos de Sayago
12	15	074	2	Rois
10	03	113	3	Rojales
07	09	323	5	Rojas
07	42	159	6	Rollamienta
07	37	271	9	Rollán
